proof_name;collect_units;fix;reinsert;rebuild;reassemble;total time (seconds);original_lines;compressed_lines;line_difference;checker_err;elab_err;compress_err;invalid_compress;worked
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_16_03_817_8216438.alethe;"0,070275";"0,003817";"0,002592";"0,031021";"0,0005430000000000001";"0,126025";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_34_41_245_7412252.alethe;"0,121892";"0,0037359999999999997";"0,002548";"0,046203";"0,001835";"0,199554";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_39_01_429_6106870.alethe;"0,27481";"0,007710999999999999";"0,002836";"0,095927";"0,0027860000000000003";"0,428587";68;68;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_32_007_7445096.alethe;"0,224181";"0,054043";"0,016432000000000002";"0,075176";"0,0014470000000000002";"0,401565";50;47;-3;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_07_52_657_5425498.alethe;"0,35044200000000003";"0,004939";"0,0030529999999999997";"0,134725";"0,004483";"0,5508839999999999";109;109;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_24_03_784_9778214.alethe;"0,180273";"0,006137";"0,003839";"0,063847";"0,001519";"0,28393599999999997";45;45;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_02_03_707_5588814.alethe;"0,14004";"0,054678";"0,014623";"0,043455";"0,00048400000000000006";"0,274258";30;28;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_18_11_899_8806006.alethe;"0,077921";"0,002442";"0,001923";"0,027987";"0,001539";"0,130492";17;17;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_55_41_458_5416088.alethe;"0,429287";"0,011307000000000001";"0,004325";"0,14552400000000001";"0,002801";"0,6512589999999999";102;102;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_10_02_665_5539506.alethe;"0,368387";"0,064795";"0,013849";"0,14146899999999998";"0,002922";"0,646015";101;99;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_16_38_108_7526248.alethe;"0,514687";"0,012572999999999999";"0,004207";"0,178407";"0,0046099999999999995";"0,788266";135;135;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_42_28_812_5578070.alethe;"0,500177";"0,011262";"0,002537";"0,164385";"0,002595";"0,73379";127;127;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_21_30_554_5756154.alethe;"1,0431030000000001";"0,175935";"0,017411";"0,39759399999999995";"0,002704";"1,737976";269;270;1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_14_24_815_8790062.alethe;"0,325353";"0,011052000000000001";"0,0026070000000000004";"0,113431";"0,0018419999999999999";"0,49495500000000003";75;75;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_29_51_701_7301698.alethe;"0,140905";"0,005852";"0,002493";"0,047529";"0,0020719999999999996";"0,225857";29;29;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_40_37_609_5941466.alethe;"0,21649000000000002";"0,005322";"0,002402";"0,076596";"0,002566";"0,34078400000000003";56;56;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_29_566_8412284.alethe;"0,216095";"0,008819";"0,0025900000000000003";"0,078373";"0,001514";"0,338409";57;57;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_49_05_134_5366304.alethe;"0,156023";"0,007407";"0,0016929999999999998";"0,054038";"0,000446";"0,240175";40;40;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_49_19_260_6832976.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_06_34_799_7419572.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_54_279_8417188.alethe;"0,9979920000000001";"0,103423";"0,018527000000000002";"0,367486";"0,006039";"1,6206260000000001";264;262;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_27_04_488_5371344.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_55_00_186_6935974.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_49_00_221_6514292.alethe;"0,17185599999999998";"0,005004";"0,003329";"0,057672";"0,0018980000000000002";"0,268882";40;40;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_01_16_644_5442968.alethe;"0,07635499999999999";"0,004409";"0,0027099999999999997";"0,02864";"0,000506";"0,132748";6;6;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_17_16_516_5600148.alethe;"0,06596999999999999";"0,00388";"0,002971";"0,027705";"0,000525";"0,121496";5;5;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_30_31_412_7318116.alethe;"0,167268";"0,004549";"0,002665";"0,055364000000000003";"0,00237";"0,26193700000000003";39;39;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_52_410_8414634.alethe;"0,116607";"0,0047729999999999995";"0,002235";"0,041962";"0,002845";"0,19082300000000002";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_48_59_117_5361192.alethe;"0,086417";"0,003396";"0,0018479999999999998";"0,031356999999999996";"0,000439";"0,13911300000000001";18;18;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_55_36_462_5409420.alethe;"0,943966";"0,291709";"0,020338000000000002";"0,345287";"0,004034";"1,72237";229;229;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_15_01_404_7506872.alethe;"0,141224";"0,004647";"0,002265";"0,046703";"0,001526";"0,221353";33;33;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_47_411_5548842.alethe;"0,296787";"0,008041";"0,003962";"0,10273800000000001";"0,0027099999999999997";"0,459104";76;76;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_29_42_601_7289350.alethe;"0,125926";"0,004001";"0,002379";"0,046657";"0,0017770000000000002";"0,206853";31;31;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_17_17_852_5602260.alethe;"0,567155";"0,087833";"0,015955";"0,207611";"0,0038840000000000003";"0,959066";162;160;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_05_54_518_7408154.alethe;"0,206656";"0,005815";"0,002532";"0,06650700000000001";"0,002395";"0,321039";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_45_26_342_6206388.alethe;"0,598731";"0,156657";"0,016332";"0,22245399999999999";"0,002355";"1,062494";144;146;2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_24_42_833_5682490.alethe;"0,228023";"0,007941";"0,002425";"0,077233";"0,001483";"0,34885";58;58;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_49_04_280_6518488.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_43_27_550_5622532.alethe;"0,35703999999999997";"0,008692";"0,002831";"0,119375";"0,003186";"0,539778";90;90;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_21_27_449_8841898.alethe;"0,129906";"0,005287";"0,00202";"0,048686";"0,000473";"0,20619099999999999";35;35;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_04_01_082_5393726.alethe;"0,199852";"0,005725";"0,002594";"0,068385";"0,002376";"0,3148";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_47_757_7551736.alethe;"0,165364";"0,004510999999999999";"0,002487";"0,057797";"0,00258";"0,264998";41;41;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_32_17_871_5369584.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_55_23_223_8741662.alethe;"0,187125";"0,006207";"0,002336";"0,06629600000000001";"0,002161";"0,297802";45;45;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_56_757_5565236.alethe;"0,195142";"0,068949";"0,014976";"0,075621";"0,0013779999999999999";"0,383551";46;44;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_56_32_288_5440884.alethe;"0,137304";"0,00463";"0,0021390000000000003";"0,045391";"0,0020320000000000004";"0,21610100000000002";29;29;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_23_51_228_7172074.alethe;"0,17852600000000002";"0,0045709999999999995";"0,002895";"0,060169";"0,00269";"0,28230900000000003";39;39;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_27_27_071_5440790.alethe;"0,293698";"0,0074789999999999995";"0,0028710000000000003";"0,098288";"0,0021349999999999997";"0,446121";76;76;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_29_23_735_5776500.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_39_174_5537062.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_02_53_871_5469396.alethe;"0,18557400000000002";"0,004464999999999999";"0,00253";"0,062388";"0,00249";"0,289877";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_01_15_688_5440902.alethe;"0,13844700000000001";"0,004477";"0,002283";"0,046295";"0,002082";"0,21959900000000002";28;28;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_20_11_20_957_5770852.alethe;"0,203654";"0,00667";"0,002437";"0,06871400000000001";"0,0015290000000000002";"0,312744";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_57_17_667_5452868.alethe;"0,07868800000000001";"0,004529";"0,001688";"0,028974";"0,000505";"0,12942499999999998";17;17;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_36_25_198_7472292.alethe;"0,205569";"0,006187";"0,0023599999999999997";"0,078217";"0,001519";"0,32100500000000004";52;52;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_52_53_229_6327062.alethe;"0,031479999999999994";"0,002388";"0,002019";"0,012123";"0,00042899999999999997";"0,059539";4;4;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_31_31_371_7343286.alethe;"0,092737";"0,006045";"0,002596";"0,033884000000000004";"0,00048800000000000004";"0,154775";7;7;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_18_04_522_7042324.alethe;"0,109583";"0,0052179999999999995";"0,0020109999999999998";"0,036628";"0,00048100000000000004";"0,172431";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_05_53_135_7406138.alethe;"0,176419";"0,004823";"0,002632";"0,064819";"0,001962";"0,28178699999999995";45;45;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_22_32_395_5779322.alethe;"0,250864";"0,00926";"0,002284";"0,085878";"0,002165";"0,386594";62;62;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_35_26_218_5461336.alethe;"0,303502";"0,008909";"0,002922";"0,10444300000000001";"0,002771";"0,466591";75;75;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_16_989_7425642.alethe;"0,148348";"0,004156";"0,002053";"0,053551";"0,001687";"0,236083";39;39;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_53_00_443_5351874.alethe;"0,076097";"0,002916";"0,0019039999999999999";"0,032898000000000004";"0,000445";"0,130552";19;19;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_20_02_228_7093312.alethe;"0,107266";"0,00416";"0,002189";"0,037511";"0,00043799999999999997";"0,169407";26;26;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_44_06_360_5643166.alethe;"0,277073";"0,007868";"0,00255";"0,098769";"0,0019549999999999997";"0,424983";68;68;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_28_207_7439380.alethe;"0,099777";"0,003905";"0,002111";"0,035619";"0,000492";"0,158812";23;23;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_17_41_455_7541778.alethe;"0,208567";"0,083406";"0,012391999999999999";"0,073232";"0,0020559999999999997";"0,41204799999999997";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_46_15_427_5720368.alethe;"0,08802499999999999";"0,003873";"0,0021160000000000003";"0,030803000000000004";"0,000466";"0,14321399999999998";20;20;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_33_12_963_5436838.alethe;"0,135166";"0,00564";"0,002163";"0,046086";"0,0029790000000000003";"0,21738700000000002";32;32;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_00_46_08_943_6222254.alethe;"0,179272";"0,005116";"0,002228";"0,060251000000000006";"0,003658";"0,281647";39;39;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_05_30_754_5521052.alethe;"0,166026";"0,0038650000000000004";"0,00263";"0,058599";"0,002138";"0,26391000000000003";43;43;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_25_46_856_5697640.alethe;"0,525172";"0,13614";"0,016932";"0,189531";"0,004048";"0,944473";137;132;-5;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_23_896_7433708.alethe;"0,100326";"0,003952";"0,0019089999999999999";"0,035043000000000005";"0,000475";"0,15943700000000002";23;23;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_36_57_600_5613964.alethe;"0,428084";"0,149423";"0,020311";"0,173588";"0,002418";"0,832142";120;118;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_21_115_5514738.alethe;"0,255823";"0,070868";"0,015333000000000001";"0,10103200000000001";"0,001375";"0,48134000000000005";64;62;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_04_26_08_472_8893988.alethe;"0,19009800000000002";"0,007443";"0,0026939999999999998";"0,075714";"0,002053";"0,309412";51;51;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_31_01_486_8397120.alethe;"0,126658";"0,003849";"0,002787";"0,044647";"0,002214";"0,205178";28;28;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_27_33_796_5399776.alethe;"0,22997499999999998";"0,070224";"0,013417";"0,075971";"0,00209";"0,426079";56;55;-1;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_51_04_351_6554976.alethe;"0,191582";"0,0045379999999999995";"0,002555";"0,07278899999999999";"0,002254";"0,308033";54;54;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_30_233_7442184.alethe;"0,23811700000000002";"0,004647";"0,002745";"0,086599";"0,002737";"0,371226";62;62;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_22_22_34_954_5781834.alethe;"0,13217099999999998";"0,004657";"0,0020770000000000003";"0,043130999999999996";"0,0020269999999999997";"0,20941500000000002";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_03_41_12_071_8548940.alethe;"0,289873";"0,065512";"0,01342";"0,103789";"0,0029560000000000003";"0,523752";75;73;-2;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_01_17_533_5445242.alethe;"0,166016";"0,005295";"0,00219";"0,055425";"0,002046";"0,260931";38;38;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_02_03_27_965_5480684.alethe;"0,20631100000000002";"0,006183";"0,002858";"0,068356";"0,002707";"0,325587";48;48;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_29_47_916_7296850.alethe;"0,11361299999999999";"0,0048790000000000005";"0,002535";"0,041165";"0,00318";"0,188491";27;27;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_19_31_59_704_5810218.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_59_15_149_5505280.alethe;;;;;;;;;;1;;;;;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_21_57_53_065_5464592.alethe;"0,20246899999999998";"0,0062369999999999995";"0,002967";"0,071106";"0,003091";"0,323735";46;46;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_28_23_35_26_080_7436578.alethe;"0,242964";"0,005076";"0,002635";"0,084651";"0,0026680000000000002";"0,374716";62;62;0;;;;;1;
benchmarks_solutions/small/SH_problems_all_filtered/Ordered_Resolution_Prover_veriT/x2020_07_29_01_25_46_435_5546658.alethe;"0,305783";"0,008876";"0,0026939999999999998";"0,10212";"0,0026869999999999997";"0,466257";75;75;0;;;;;1;
benchmarks_solutions/small/simple-tests/unsat-10-ite.alethe;"0,150968";"0,005446";"0,0031999999999999997";"0,04893";"0,000437";"0,230261";35;35;0;;;;;1;
benchmarks_solutions/small/simple-tests/qf-unsat-03-cc.alethe;"0,080094";"0,002777";"0,0032219999999999996";"0,026995";"0,00166";"0,134404";17;17;0;;;;;1;
benchmarks_solutions/small/simple-tests/qf-unsat-01-nary.alethe;"0,12010799999999999";"0,004921999999999999";"0,001912";"0,044173";"0,000482";"0,190279";29;29;0;;;;;1;
benchmarks_solutions/small/simple-tests/unsat-02-lets-nested.alethe;"0,137544";"0,004882999999999999";"0,002199";"0,048218";"0,001626";"0,21850999999999998";33;33;0;;;;;1;
